GeneSym,EntrezID,A2.A0CM,A2.A0D2,A2.A0EQ,A2.A0EV,A2.A0EX,A2.A0EY,A2.A0SW,A2.A0SX,A2.A0T3,A2.A0T6,A2.A0YC,A2.A0YD,A2.A0YF,A2.A0YG,A2.A0YM,A7.A0CE,A7.A0CJ,A7.A13F,A8.A06N,A8.A06Z,A8.A076,A8.A079,A8.A08Z,A8.A09G,AN.A04A,AN.A0AJ,AN.A0AL,AN.A0AM,AN.A0FK,AN.A0FL,AO.A03O,AO.A0J6,AO.A0J9,AO.A0JC,AO.A0JE,AO.A0JJ,AO.A0JL,AO.A0JM,AO.A126,AO.A12B,AO.A12D,AO.A12E,AO.A12F,AR.A0TR,AR.A0TT,AR.A0TV,AR.A0TX,AR.A0U4,AR.A1AP,AR.A1AS,AR.A1AV,AR.A1AW,BH.A0AV,BH.A0BV,BH.A0C1,BH.A0C7,BH.A0DD,BH.A0DG,BH.A0E1,BH.A0E9,BH.A18N,BH.A18Q,BH.A18U,C8.A12L,C8.A12T,C8.A12U,C8.A12V,C8.A12Z,C8.A130,C8.A131,C8.A134,C8.A135,C8.A138,D8.A142,E2.A154,E2.A158,E2.A15A
GSTM2,2946,0.3793247,0.2568153,0.3698407,1.873745,0.6923396,0.3505817,0.615901,1.576346,0.4779616,2.909035,0.6417869,1.882223,2.520545,0.2046041,0.3430462,1.060983,0.2336902,2.29395,10.44435,4.435518,0.3006572,1.63065,1.607659,0.2669705,0.4279722,0.1364421,0.3416818,0.6929305,0.4499991,0.9184817,0.5688566,0.0412467,1.297508,2.089633,0.7565088,1.862643,0.1739417,0.3624749,6.290475,0.8539722,0.55855,4.871105,0.2442457,7.508094,0.7709559,3.175321,0.4093457,0.6005346,0.3182153,1.779192,1.665218,4.194987,0.8574819,2.383737,0.3614918,1.438732,1.018785,0.7248751,0.6671443,3.323893,4.108621,2.517942,0.2189891,0.09666496,0.306771,0.06637018,2.725397,0.1080089,6.665663,0.1902575,1.397438,0.3339578,0.5700085,0.4121611,0.7888786,4.674089,0.5214701
FAM198A,729085,2.570686,3.572645,0.2813749,7.598982,3.403043,0.2516789,0.2724187,1.936282,0.6656009,4.124597,2.278682,4.991743,3.561409,0.2565984,16.06313,3.028665,0.09830084,4.38565,1.484593,0.1426911,0.683489,2.577446,3.011554,1.243742,0.8941182,2.066808,0.8630566,2.660437,1.079866,0.4002968,0.3344884,0.9624159,1.714763,0.8646187,0.9870202,8.865243,10.7843,1.388734,0.9342149,8.374095,0.3467548,0.8433766,16.37393,4.434681,0.4633327,3.398186,1.061969,1.691709,3.496131,9.242116,3.839131,1.526121,2.405939,0.6216086,0.8163189,1.577523,2.137375,0.5837729,3.933878,2.096535,13.16391,13.61253,0.2116879,0.4590524,0.849462,0.01418938,3.093943,0.5193204,1.05664,3.072415,19.90462,0.4000374,1.192317,3.401766,2.166488,19.46034,1.69998
FAM216A,29902,7.935994,3.020794,0.9420402,0.640815,1.535246,0.6843082,0.8202877,2.389083,2.149939,1.018297,1.223722,1.297283,1.017248,0.4690418,1.819588,1.929723,6.252174,1.687254,3.323815,0.7883691,0.7317404,2.230374,2.050595,0.5344067,1.772717,2.561856,0.7608897,1.439888,0.4864312,0.2275852,1.828483,3.053225,2.366593,3.951856,1.208232,1.243758,4.794581,0.7663211,2.458678,0.533811,0.8845554,1.714196,1.949911,0.7538427,1.507477,2.406692,0.5710257,6.039068,0.9219921,1.775392,0.9095841,1.837377,1.404144,0.8469164,0.7882726,2.264203,3.156268,0.8665755,2.019953,0.9670359,1.692828,3.342439,3.075988,1.36888,1.208349,1.470195,2.037338,0.3357525,2.983212,1.120812,6.999031,0.5282643,2.040299,0.7062236,2.577148,3.567342,1.64876
MIEN1,84299,12.60836,7.447326,22.50102,27.63025,15.67018,269.0993,12.4199,11.71644,12.30541,9.605749,20.55982,10.38582,18.1474,138.8076,11.4774,15.26377,10.59419,18.30315,49.08157,64.90781,64.69916,20.44758,9.796497,82.79836,15.18963,14.87878,13.62949,10.70672,29.23565,21.68659,15.02351,18.28904,19.00147,18.00597,36.40279,20.63909,132.5677,77.21838,30.43459,30.86322,151.8278,33.00102,25.1244,17.73613,12.42001,29.41067,164.4862,9.355624,10.94408,15.21427,13.82023,15.0752,11.06537,26.74988,10.53426,22.07881,84.90072,8.789599,24.96831,12.28787,25.47623,13.22287,571.031,46.28325,70.40833,31.3402,11.55534,196.5307,48.84241,18.16112,9.852055,87.84245,81.66156,26.30676,12.72946,10.60367,18.76011
MARCHH8,220972,5.864441,15.77833,7.143917,10.49994,4.593169,14.89704,13.0503,9.593754,5.294033,8.027633,4.875552,8.76324,8.262987,4.130331,9.00188,14.76533,6.490094,7.600054,18.90687,2.868744,9.314099,5.52912,11.62081,4.631489,9.577848,11.18634,32.11599,6.628065,2.611621,3.143157,4.609416,37.36545,9.321902,12.74479,12.0405,5.834901,5.157009,6.099069,6.362446,1.344535,7.746859,5.08203,6.027152,1.479406,15.54124,4.746998,6.583381,47.80946,4.332293,4.173806,5.394955,10.29511,9.039707,4.649735,4.18794,8.603497,7.124161,11.29245,2.945493,5.292152,9.226765,5.938359,6.609158,8.620901,9.322622,8.584826,19.10029,2.60069,3.738886,9.991978,14.69278,4.281753,14.22278,6.991182,3.475509,1.509328,13.99556
IDH1,3417,23.33395,13.58165,18.19494,19.31284,15.23551,59.13377,35.22176,16.98212,17.17488,10.69456,24.65298,32.12479,82.90633,41.52725,17.2225,10.7499,10.69407,25.8786,10.75183,21.96815,71.63734,44.11975,14.03862,56.82796,10.77014,22.11347,101.4772,48.78156,16.52033,56.82162,17.19345,20.06802,10.91308,11.47989,33.38026,30.57723,12.54528,31.87866,13.26483,26.90101,26.59665,19.76675,27.65792,16.05413,24.36656,11.9201,39.93831,17.38687,16.94726,33.11569,21.78893,13.40919,9.526616,17.56597,17.44372,22.42162,11.76606,28.41502,14.96226,72.8825,12.44105,9.341085,19.20586,74.03846,15.773,48.65558,35.95464,67.34765,25.69437,22.30321,18.47351,38.62556,17.21836,22.9966,14.24116,9.548774,42.72961
CSF1,1435,27.1786,11.06374,7.193734,9.321012,5.303218,6.137728,9.808312,25.22529,2.9804,16.71156,17.52552,12.10879,32.91326,2.598091,12.57791,4.357603,4.158104,9.269242,5.770915,17.87018,4.669158,10.80909,12.78302,4.580707,6.064385,5.872936,16.52734,8.934928,9.095082,2.733328,4.176904,74.76757,13.19929,19.03916,12.01178,20.39188,3.96678,5.381004,14.64345,17.48036,9.293819,28.42822,7.095977,4.009014,13.32961,6.835484,7.30944,43.11243,8.511442,5.558316,3.465036,13.33729,8.727568,24.26751,5.732143,4.395339,5.515786,8.621289,12.78685,11.92545,19.03108,19.3306,5.696239,4.159499,7.364477,2.903432,44.66371,2.892832,6.87881,6.58843,10.68086,6.306133,8.355876,5.133935,6.988471,1.08988,6.110626
TDRD1,56165,0.01708832,0.03324031,0.01057337,0.02509515,0.1262095,6.291701,1.13917,6.698629,0.06536728,0.1104445,0.01582627,0.1122642,0.5150558,0.1061562,0.0853905,0.07729301,0.003586833,0.003465701,NA,0.1424622,4.860002,0.04832096,0.06674982,10.98461,0.1619508,0.06761285,0.03812127,1.424276,0.3579878,0.0144491,0.04540948,0.02076916,0.01596025,0.02291416,0.003313353,0.1002244,0.4321422,0.03385179,0.009446054,0.1775843,8.446874,0.05002036,0.03191653,0.04535433,0.03967789,0.176809,0.08761316,0.0160241,0.1745017,0.108421,0.7240569,0.1591916,0.01356948,0.02129279,0.2721971,0.07987007,0.07362417,0.02881885,0.5520082,0.1332938,0.01629915,0.05410585,0.06432341,0.07134281,0.003477537,3.727259,0.01155727,11.04867,2.74271,8.541172,0.006079551,12.06392,0.08805541,0.09985231,0.2754826,0.02069553,0.008752617
LOC102724163,102724163,0.07003759,0.05449503,5.200279,0.6376953,1.004997,1.133262,5.467046,0.2139017,0.4773706,0.6359375,0.64865,0.3196638,1.722068,3.242028,0.5960925,0.03898959,0.729163,0.7727195,0.8320395,0.2572503,11.36154,1.239539,1.721057,0.9692576,5.203925,1.296049,1.795369,0.4358658,2.220682,6.336603,1.543052,0.1513311,0.3663192,0.8514977,1.0864,0.4600693,0.1871418,7.262245,0.6297683,0.2725531,0.6402986,0.5166295,0.009513599,4.977416,3.239439,1.21314,3.348188,0.1260976,1.995925,1.558715,3.397841,1.115109,0.0533908,1.559222,2.998379,3.182265,3.258937,4.949058,0.2900566,1.398562,0.8016374,0.5829024,0.7231095,1.789507,0.9463935,0.533617,0.4168405,2.557197,2.205,7.850525,0.09302509,5.73378,4.409552,0.09673211,3.206596,1.017864,4.649163
TMEM210,100505993,0.01971383,0.01533899,0.7318741,0.1881805,0.2995215,7.856477,0.2364643,0.01368363,0.04113302,0.4102094,0.2069226,0.204494,0.3278294,1.371624,0.01271099,0.05487297,0.1986205,0.01599274,0.2495556,0.2000789,2.53866,0.1836311,0.098007,1.267535,0.06227783,0.2520037,0.06396852,0.01251891,0.922717,0.300044,0.2666942,0.1384368,0.04909985,0.1233623,0.6268783,0.5704079,0.3950679,1.5398,0.2760669,0.1743565,0.6891072,0.4731865,0.1740596,0.8125413,0.3478835,0.1057646,1.101362,NA,0.05618029,0.3271303,0.3229427,0.06678195,NA,0.1146334,0.6209803,0.2457109,0.5250592,0.5153236,0.1143012,1.122547,0.04512817,0.1070038,1.49826,0.4609033,0.2407103,0.329707,0.0177773,1.252571,0.7301792,0.495772,0.03740605,0.01702443,1.163605,0.8901353,0.3178087,0.1910021,0.3231168
HMGN4,10473,73.60134,86.76585,47.64909,40.93406,38.48631,20.34572,32.19895,58.51349,30.10593,40.94168,42.32054,40.86742,51.79333,37.75188,119.8114,69.55245,51.45194,35.48778,49.81389,16.69523,23.69687,30.50092,43.1474,13.27486,40.45602,24.8581,25.3638,26.24603,43.05659,16.7358,55.74242,92.83495,21.50951,82.73336,32.64284,36.59339,18.09752,42.29659,29.96834,31.70615,22.11589,34.94765,34.90571,69.03381,52.64421,87.84364,23.24535,77.67789,21.8488,31.72393,40.57653,55.34688,111.5612,58.09503,34.13082,61.37892,58.1806,33.48373,33.86841,39.48392,52.53068,65.33923,48.85371,36.33517,24.00235,25.08815,87.43025,33.54793,24.045,12.07822,89.49996,17.91444,31.19258,48.78794,42.16518,57.27862,58.47364
LOC100130417,100130417,0.1352002,0.0378709,6.161465,0.1350133,3.45099,6.534569,0.1946046,0.09759803,1.320209,0.3137227,0.05008603,0.2505708,0.05781343,1.777691,0.2057301,0.2935347,0.1498384,0.03071052,NA,0.9565982,0.7756332,0.129535,0.3187891,0.5066737,0.2391817,1.385913,0.06580577,2.551654,0.07348788,0.01371829,0.2821926,0.01168515,0.1346935,0.08218634,0.7046526,0.1607066,8.025077,2.23447,0.2750276,0.009566094,7.348315,0.04749043,0.06978702,0.04728201,5.796321,0.06217272,10.49812,0.1095381,0.2260382,0.644018,0.06133254,0.32518,0.03435511,0.03144687,0.7278626,0.05821324,1.177716,1.149173,0.07614965,0.3332537,0.07840549,0.1516617,0.7871252,0.632188,0.5238619,0.9748184,0.063398,1.73742,0.9347653,1.05888,0.05387255,0.2381821,3.298469,0.1493849,0.1859905,0.03368364,2.30462
SGK3,23678,3.633317,2.181344,1.899637,2.182049,9.55383,3.861416,4.897525,1.712424,8.212683,2.083579,3.011866,3.502634,8.371677,0.5918068,3.130796,1.297971,38.97584,5.946569,22.0469,16.50819,2.676001,7.055758,2.123807,0.9728046,0.8927325,11.55437,1.555571,2.357121,4.088946,2.263037,14.77682,4.551223,2.329809,7.000587,2.09606,9.763293,6.014176,1.184784,11.2736,4.079618,2.479248,33.98709,2.394046,4.178502,2.339948,6.105086,1.702374,2.734047,9.842877,2.503007,3.853022,19.17444,2.623937,3.875196,3.564474,2.115599,4.699704,1.821849,3.328336,3.883755,31.70027,3.76703,1.675049,0.539963,3.359221,8.207019,5.187648,0.4281737,10.17037,1.732366,9.849904,0.8715702,2.37794,1.779144,8.560991,2.723984,7.510297
CA11,770,3.462793223,0.79988203,1.356978932,1.748073387,2.584922858,0.753884474,1.867107915,1.367030944,14.54059236,0.798331385,3.300589813,4.9614485,3.868939736,0.484010909,3.977040132,7.402145791,0.98123293,0.342367848,3.461504649,3.561515434,0.627409935,6.11267884,1.367995511,0.742154334,11.13072609,1.42939713,0.667153179,1.236928709,2.81022383,1.335890848,0.585570449,9.668279441,1.637314208,6.00733136,1.435162602,3.545711769,7.910188891,0.8452203,7.871972294,1.167625894,1.222076328,4.497927139,0.632060603,1.256955934,1.989990719,13.75923444,1.24737257,1.014730895,7.565648545,2.070301009,1.131789791,2.428569944,6.915579454,1.348372572,1.464173618,1.728846751,2.42438172,1.642466311,1.10246122,3.224411738,21.80723149,8.986614128,2.273288934,0.677670708,0.810395258,3.116900473,8.97757917,0.406723066,1.052117783,1.496753488,4.44534401,0.971877335,2.889451855,0.931231641,0.732690694,5.661579145,1.418911063
